member_name,member_start_date,member_end_date,political_party,administrative_region,gender,roles,government_name
αγατσα αριστειδη αριαδνη,2012-04-04,2012-04-11,ανεξαρτητοι (εκτος κομματος),βοιωτιας,female,[],['παπαδημου λουκα δ.(11/11/2011-17/05/2012)']
αγατσα αριστειδη αριαδνη,2009-10-04,2012-04-03,πανελληνιο σοσιαλιστικο κινημα,βοιωτιας,female,[],"['καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)', 'παπανδρεου α. γεωργιου(06/10/2009-11/11/2011)', 'παπαδημου λουκα δ.(11/11/2011-17/05/2012)']"
αντωνιου αθανασιου χρηστος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ημαθιας,male,[],"['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
μαρκογιαννακης εμμανουηλ χρηστος,1989-06-18,1989-10-12,νεα δημοκρατια,χανιων,male,[],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
μαρκογιαννακης εμμανουηλ χρηστος,1989-11-05,1990-03-12,νεα δημοκρατια,χανιων,male,[],"['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
μαρκογιαννακης εμμανουηλ χρηστος,1990-04-08,1993-09-11,νεα δημοκρατια,χανιων,male,[],"['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']"
μαρκογιαννακης εμμανουηλ χρηστος,1993-10-10,1996-08-24,νεα δημοκρατια,χανιων,male,[],"['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)', 'παπανδρεου ανδρεα(13/10/1993-22/01/1996)', 'σημιτη κωνσταντινου(22/01/1996-25/09/1996)']"
μαρκογιαννακης εμμανουηλ χρηστος,1996-09-22,2000-03-14,νεα δημοκρατια,χανιων,male,[],"['σημιτη κωνσταντινου(22/01/1996-25/09/1996)', 'σημιτη κωνσταντινου(25/09/1996-13/04/2000)']"
μαρκογιαννακης εμμανουηλ χρηστος,2000-04-09,2004-02-11,νεα δημοκρατια,χανιων,male,[],"['σημιτη κωνσταντινου(25/09/1996-13/04/2000)', 'σημιτη κωνσταντινου(13/04/2000-10/03/2004)']"
μαρκογιαννακης εμμανουηλ χρηστος,2004-03-07,2007-08-18,νεα δημοκρατια,χανιων,male,['υφυπουργος δημοσιας ταξης(03/10/2004-01/11/2006)'],"['σημιτη κωνσταντινου(13/04/2000-10/03/2004)', 'καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)']"
μαρκογιαννακης εμμανουηλ χρηστος,2007-09-16,2009-09-07,νεα δημοκρατια,χανιων,male,['αναπληρωτης υπουργος εσωτερικων(01/08/2009-10/07/2009)'],"['καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)', 'καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)']"
μαρκογιαννακης εμμανουηλ χρηστος,2010-08-19,2012-04-11,ανεξαρτητοι (εκτος κομματος),χανιων,male,[],"['παπανδρεου α. γεωργιου(06/10/2009-11/11/2011)', 'παπαδημου λουκα δ.(11/11/2011-17/05/2012)']"
μαρκογιαννακης εμμανουηλ χρηστος,2009-10-04,2010-08-18,νεα δημοκρατια,χανιων,male,[],"['καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)', 'παπανδρεου α. γεωργιου(06/10/2009-11/11/2011)']"
μαρκογιαννακης εμμανουηλ χρηστος,2012-06-17,2014-12-31,νεα δημοκρατια,χανιων,male,['γ αντιπροεδρος βουλης(29/06/2012-02/05/2015)'],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
μαρκοπουλος αθανασιου κωνσταντινος,2004-03-07,2007-08-18,νεα δημοκρατια,ευβοιας,male,[],"['σημιτη κωνσταντινου(13/04/2000-10/03/2004)', 'καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)']"
μαρκοπουλος αθανασιου κωνσταντινος,2007-09-16,2009-09-07,νεα δημοκρατια,ευβοιας,male,['υπουργος τουριστικης αναπτυξης(01/08/2009-10/07/2009)'],"['καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)', 'καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)']"
μαρκοπουλος αθανασιου κωνσταντινος,2012-04-03,2012-04-11,ανεξαρτητοι ελληνες - πανος καμμενος,ευβοιας,male,[],['παπαδημου λουκα δ.(11/11/2011-17/05/2012)']
μαρκοπουλος αθανασιου κωνσταντινος,2012-02-12,2012-04-02,ανεξαρτητοι (εκτος κομματος),ευβοιας,male,[],['παπαδημου λουκα δ.(11/11/2011-17/05/2012)']
μαρκοπουλος αθανασιου κωνσταντινος,2009-10-04,2012-02-11,νεα δημοκρατια,ευβοιας,male,[],"['καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)', 'παπανδρεου α. γεωργιου(06/10/2009-11/11/2011)', 'παπαδημου λουκα δ.(11/11/2011-17/05/2012)']"
μαρκοπουλος αθανασιου κωνσταντινος,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,ευβοιας,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
μαρκοπουλος αθανασιου κωνσταντινος,2013-07-01,2014-12-31,νεα δημοκρατια,ευβοιας,male,[],['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']
μαρκοπουλος αθανασιου κωνσταντινος,2012-12-13,2013-06-30,ανεξαρτητοι (εκτος κομματος),ευβοιας,male,[],['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']
μαρκοπουλος αθανασιου κωνσταντινος,2012-06-17,2012-12-12,ανεξαρτητοι ελληνες - πανος καμμενος,ευβοιας,male,[],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
μαρκοπουλος κωνσταντινου δημητριος,2019-07-07,2020-07-25,νεα δημοκρατια,β' πειραιως,male,[],"['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)', 'μητσοτακη κυριακου(08/07/2019-28/07/2020)']"
μαρκου βασιλειου κωνσταντινος,2019-07-07,2020-07-25,συνασπισμος ριζοσπαστικης αριστερας,αχαιας,male,[],"['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)', 'μητσοτακη κυριακου(08/07/2019-28/07/2020)']"
μαρκου δημοσθενη αικατερινη,2012-05-06,2012-05-19,δημοκρατικη αριστερα,β' θεσσαλονικης,female,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
μαρκου δημοσθενη αικατερινη,2014-07-10,2014-12-31,ανεξαρτητοι (εκτος κομματος),β' θεσσαλονικης,female,[],['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']
μαρκου δημοσθενη αικατερινη,2012-06-17,2014-07-09,δημοκρατικη αριστερα,β' θεσσαλονικης,female,[],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
μαρκου δημοσθενη αικατερινη,2015-01-25,2015-08-28,το ποταμι,β' θεσσαλονικης,female,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
μαρκου δημοσθενη αικατερινη,2018-02-28,2019-04-25,νεα δημοκρατια,β' θεσσαλονικης,female,[],['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']
μαρκου δημοσθενη αικατερινη,2016-11-21,2018-02-27,ανεξαρτητοι (εκτος κομματος),β' θεσσαλονικης,female,[],['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']
μαρκου δημοσθενη αικατερινη,2015-09-20,2016-11-20,το ποταμι,β' θεσσαλονικης,female,[],"['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
μαρτινου αθανασιου γεωργια,2012-05-06,2012-05-19,νεα δημοκρατια,αττικης,female,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
μαρτινου αθανασιου γεωργια,2012-06-17,2014-12-31,νεα δημοκρατια,αττικης,female,[],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
μαρτινου αθανασιου γεωργια,2015-01-25,2015-08-28,νεα δημοκρατια,αττικης,female,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
μαρτινου αθανασιου γεωργια,2015-09-20,2019-06-11,νεα δημοκρατια,αττικης,female,[],"['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
μαρτινου αθανασιου γεωργια,2019-07-07,2020-07-25,νεα δημοκρατια,α' ανατολικης αττικης,female,[],"['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)', 'μητσοτακη κυριακου(08/07/2019-28/07/2020)']"
ματζαπετακης εμμανουηλ στυλιανος,1989-06-18,1989-10-12,νεα δημοκρατια,ηρακλειου,male,[],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
ματζαπετακης εμμανουηλ στυλιανος,1990-04-08,1993-09-11,νεα δημοκρατια,ηρακλειου,male,[],"['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']"
ματζαπετακης εμμανουηλ στυλιανος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου,male,[],"['σημιτη κωνσταντινου(25/09/1996-13/04/2000)', 'σημιτη κωνσταντινου(13/04/2000-10/03/2004)']"
ματζαπετακης εμμανουηλ στυλιανος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου,male,[],"['σημιτη κωνσταντινου(13/04/2000-10/03/2004)', 'καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)']"
ματης δημητριου αθανασιος,1989-11-05,1990-03-08,πανελληνιο σοσιαλιστικο κινημα,τρικαλων,male,[],"['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
ματης δημητριου αθανασιος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,τρικαλων,male,[],"['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)', 'παπανδρεου ανδρεα(13/10/1993-22/01/1996)', 'σημιτη κωνσταντινου(22/01/1996-25/09/1996)']"
ματης δημητριου αθανασιος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,τρικαλων,male,[],"['σημιτη κωνσταντινου(22/01/1996-25/09/1996)', 'σημιτη κωνσταντινου(25/09/1996-13/04/2000)']"
ματης δημητριου αθανασιος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,τρικαλων,male,[],"['σημιτη κωνσταντινου(25/09/1996-13/04/2000)', 'σημιτη κωνσταντινου(13/04/2000-10/03/2004)']"
ματθαιοπουλος παυλου αρτεμιος,2012-07-23,2014-12-31,λαικος συνδεσμος - χρυση αυγη,σερρων,male,[],['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']
ματθαιοπουλος παυλου αρτεμιος,2015-01-25,2015-08-28,λαικος συνδεσμος - χρυση αυγη,σερρων,male,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
ματραγκας διονυσιου ηρακλης,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,ηλειας,male,[],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
μαυραγανης ανδρεα νικολαος,2015-01-25,2015-08-28,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,ευβοιας,male,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
μαυρατζωτης εμμανουηλ δημητριος,2012-05-06,2012-05-19,κομμουνιστικο κομμα ελλαδας,σαμου,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
μαυρικος εμμανουηλ γεωργιος,2007-09-16,2009-09-07,κομμουνιστικο κομμα ελλαδας,β' αθηνων,male,[],"['καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)', 'καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)']"
μαυρικος εμμανουηλ γεωργιος,2009-10-04,2012-04-11,κομμουνιστικο κομμα ελλαδας,β' αθηνων,male,[],"['καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)', 'παπανδρεου α. γεωργιου(06/10/2009-11/11/2011)', 'παπαδημου λουκα δ.(11/11/2011-17/05/2012)']"
αντωνιου βασιλειου μαρια,2012-05-06,2012-05-19,νεα δημοκρατια,καστοριας,female,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
αντωνιου βασιλειου μαρια,2012-06-17,2014-12-31,νεα δημοκρατια,καστοριας,female,[],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
αντωνιου βασιλειου μαρια,2015-01-25,2015-08-28,νεα δημοκρατια,καστοριας,female,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
αντωνιου βασιλειου μαρια,2015-09-20,2019-06-11,νεα δημοκρατια,καστοριας,female,[],"['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
μαυρωτας παρασκευα γεωργιος,2015-01-25,2015-08-28,το ποταμι,αττικης,male,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
μαυρωτας παρασκευα γεωργιος,2019-05-07,2019-06-11,το ποταμι,αττικης(υπολοιπο),male,['ζ αντιπροεδρος βουλης(05/06/2019-07/07/2019)'],['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']
μαυρωτας παρασκευα γεωργιος,2019-01-21,2019-05-06,ανεξαρτητοι (εκτος κομματος),αττικης(υπολοιπο),male,[],['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']
μαυρωτας παρασκευα γεωργιος,2015-09-20,2019-01-20,το ποταμι,αττικης,male,[],"['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
μαχαιρα ανδρεα μαρια,1993-10-10,1996-08-24,πολιτικη ανοιξη,α' πειραιως,female,[],"['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)', 'παπανδρεου ανδρεα(13/10/1993-22/01/1996)', 'σημιτη κωνσταντινου(22/01/1996-25/09/1996)']"
μεγαλομυστακας χρηστου αναστασιος,2019-05-30,2019-06-11,ανεξαρτητοι (εκτος κομματος),σερρων,male,[],['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']
μεγαλομυστακας χρηστου αναστασιος,2015-09-20,2019-05-29,ενωση κεντρωων,σερρων,male,[],"['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
μεγαλοοικονομου πασχαλη θεοδωρα,2019-05-28,2019-06-11,ανεξαρτητοι (εκτος κομματος),β' πειραιως,female,[],['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']
μεγαλοοικονομου πασχαλη θεοδωρα,2018-01-15,2019-05-27,συνασπισμος ριζοσπαστικης αριστερας,β' πειραιως,female,[],['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']
μεγαλοοικονομου πασχαλη θεοδωρα,2017-07-10,2018-01-14,ανεξαρτητοι (εκτος κομματος),β' πειραιως,female,[],['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']
μεγαλοοικονομου πασχαλη θεοδωρα,2015-09-20,2017-07-09,ενωση κεντρωων,β' πειραιως,female,[],"['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
μεικοπουλος μιχαηλ αλεξανδρος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,μαγνησιας,male,[],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
μεικοπουλος μιχαηλ αλεξανδρος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,μαγνησιας,male,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
μεικοπουλος μιχαηλ αλεξανδρος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,μαγνησιας,male,[],"['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
μεικοπουλος μιχαηλ αλεξανδρος,2019-07-07,2020-07-25,συνασπισμος ριζοσπαστικης αριστερας,μαγνησιας,male,[],"['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)', 'μητσοτακη κυριακου(08/07/2019-28/07/2020)']"
μειμαρακης ιωαννη ευαγγελος-βασιλειος,1989-06-18,1989-10-12,νεα δημοκρατια,β' αθηνων,male,[],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
μειμαρακης ιωαννη ευαγγελος-βασιλειος,1989-11-05,1990-03-12,νεα δημοκρατια,β' αθηνων,male,[],"['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
μειμαρακης ιωαννη ευαγγελος-βασιλειος,1990-04-08,1993-09-11,νεα δημοκρατια,β' αθηνων,male,['υφυπουργος πολιτισμου(12/03/1992-13/10/1993)'],"['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']"
μειμαρακης ιωαννη ευαγγελος-βασιλειος,1993-10-10,1996-08-24,νεα δημοκρατια,β' αθηνων,male,['υφυπουργος πολιτισμου(12/03/1992-13/10/1993)'],"['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)', 'παπανδρεου ανδρεα(13/10/1993-22/01/1996)', 'σημιτη κωνσταντινου(22/01/1996-25/09/1996)']"
μειμαρακης ιωαννη ευαγγελος-βασιλειος,1996-09-22,2000-03-14,νεα δημοκρατια,β' αθηνων,male,[],"['σημιτη κωνσταντινου(22/01/1996-25/09/1996)', 'σημιτη κωνσταντινου(25/09/1996-13/04/2000)']"
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2000-04-09,2004-02-11,νεα δημοκρατια,β' αθηνων,male,[],"['σημιτη κωνσταντινου(25/09/1996-13/04/2000)', 'σημιτη κωνσταντινου(13/04/2000-10/03/2004)']"
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2004-03-07,2007-08-18,νεα δημοκρατια,β' αθηνων,male,['υπουργος εθνικης αμυνας(15/02/2006-19/09/2007)'],"['σημιτη κωνσταντινου(13/04/2000-10/03/2004)', 'καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)']"
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2007-09-16,2009-09-07,νεα δημοκρατια,β' αθηνων,male,"['υπουργος εθνικης αμυνας(15/02/2006-19/09/2007)', 'υπουργος εθνικης αμυνας(19/09/2007-10/07/2009)']","['καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)', 'καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)']"
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2009-10-04,2012-04-11,νεα δημοκρατια,β' αθηνων,male,[],"['καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)', 'παπανδρεου α. γεωργιου(06/10/2009-11/11/2011)', 'παπαδημου λουκα δ.(11/11/2011-17/05/2012)']"
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2012-05-06,2012-05-19,νεα δημοκρατια,β' αθηνων,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2012-06-17,2014-12-31,νεα δημοκρατια,β' αθηνων,male,['ιε προεδρος βουλης(29/06/2012-02/06/2015)'],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2015-01-25,2015-08-28,νεα δημοκρατια,β' αθηνων,male,"['αρχηγος κομματος:προεδρος νεας δημοκρατιας(07/05/2015-23/11/2015)', 'ιε προεδρος βουλης(29/06/2012-02/06/2015)', 'αρχηγος αξιωματικης αντιπολιτευσης(07/05/2015-23/11/2015)']","['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2015-09-20,2019-04-25,νεα δημοκρατια,β' αθηνων,male,"['αρχηγος κομματος:προεδρος νεας δημοκρατιας(07/05/2015-23/11/2015)', 'αρχηγος αξιωματικης αντιπολιτευσης(07/05/2015-23/11/2015)']","['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
μελα παυλου παναγιωτα-ευα,2007-09-16,2009-09-07,κομμουνιστικο κομμα ελλαδας,β' αθηνων,female,[],"['καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)', 'καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)']"
μελας ιωαννη παναγιωτης,1994-11-17,1996-08-24,νεα δημοκρατια,α' πειραιως,male,[],"['παπανδρεου ανδρεα(13/10/1993-22/01/1996)', 'σημιτη κωνσταντινου(22/01/1996-25/09/1996)']"
μελας ιωαννη παναγιωτης,1996-09-22,2000-03-14,νεα δημοκρατια,α' πειραιως,male,[],"['σημιτη κωνσταντινου(22/01/1996-25/09/1996)', 'σημιτη κωνσταντινου(25/09/1996-13/04/2000)']"
μελας ιωαννη παναγιωτης,2000-04-09,2004-02-11,νεα δημοκρατια,α' πειραιως,male,[],"['σημιτη κωνσταντινου(25/09/1996-13/04/2000)', 'σημιτη κωνσταντινου(13/04/2000-10/03/2004)']"
μελας ιωαννη παναγιωτης,2004-03-07,2007-08-18,νεα δημοκρατια,α' πειραιως,male,[],"['σημιτη κωνσταντινου(13/04/2000-10/03/2004)', 'καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)']"
μελας ιωαννη παναγιωτης,2007-09-16,2009-09-07,νεα δημοκρατια,α' πειραιως,male,[],"['καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)', 'καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)']"
μελας ιωαννη παναγιωτης,2012-04-03,2012-04-11,ανεξαρτητοι ελληνες - πανος καμμενος,α' πειραιως,male,[],['παπαδημου λουκα δ.(11/11/2011-17/05/2012)']
μελας ιωαννη παναγιωτης,2012-02-12,2012-04-02,ανεξαρτητοι (εκτος κομματος),α' πειραιως,male,[],['παπαδημου λουκα δ.(11/11/2011-17/05/2012)']
μελας ιωαννη παναγιωτης,2010-10-07,2012-02-11,νεα δημοκρατια,α' πειραιως,male,[],"['παπανδρεου α. γεωργιου(06/10/2009-11/11/2011)', 'παπαδημου λουκα δ.(11/11/2011-17/05/2012)']"
μελας ιωαννη παναγιωτης,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,α' πειραιως,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
μελας ιωαννη παναγιωτης,2014-12-03,2014-12-31,ανεξαρτητοι δημοκρατικοι βουλευτες,α' πειραιως,male,[],['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']
μελας ιωαννη παναγιωτης,2014-12-03,2014-12-02,ανεξαρτητοι δημοκρατικοι βουλευτες,α' πειραιως,male,[],['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']
μελας ιωαννη παναγιωτης,2014-12-01,2014-12-02,ανεξαρτητοι (εκτος κομματος),α' πειραιως,male,[],['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']
μελας ιωαννη παναγιωτης,2012-06-17,2014-11-30,ανεξαρτητοι ελληνες - πανος καμμενος,α' πειραιως,male,[],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
αντωνιου δημητριου χρηστος,1989-11-05,1990-03-12,νεα δημοκρατια,μαγνησιας,male,[],"['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
αντωνιου δημητριου χρηστος,1990-04-08,1993-09-11,νεα δημοκρατια,μαγνησιας,male,[],"['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']"
αντωνιου δημητριου χρηστος,1993-10-10,1996-08-24,νεα δημοκρατια,μαγνησιας,male,[],"['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)', 'παπανδρεου ανδρεα(13/10/1993-22/01/1996)', 'σημιτη κωνσταντινου(22/01/1996-25/09/1996)']"
