member_name,member_start_date,member_end_date,political_party,administrative_region,gender,roles,government_name
γιωτας γεωργιου ευσταθιος,1994-05-23,1996-08-24,πολιτικη ανοιξη,α' αθηνων,male,[],"['παπανδρεου ανδρεα(13/10/1993-22/01/1996)', 'σημιτη κωνσταντινου(22/01/1996-25/09/1996)']"
γκαληπ σαμπαχεδιν γκαληπ,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,ροδοπης,male,[],"['σημιτη κωνσταντινου(22/01/1996-25/09/1996)', 'σημιτη κωνσταντινου(25/09/1996-13/04/2000)']"
γκαληπ σαμπαχεδιν γκαληπ,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,ροδοπης,male,[],"['σημιτη κωνσταντινου(25/09/1996-13/04/2000)', 'σημιτη κωνσταντινου(13/04/2000-10/03/2004)']"
γκαρα γεωργιου αναστασια (νατασα),2019-07-07,1990-03-12,συνασπισμος ριζοσπαστικης αριστερας,εβρου,female,[],"['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
γκαρα γεωργιου αναστασια (νατασα),2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,εβρου,female,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
γκαρα γεωργιου αναστασια (νατασα),2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,εβρου,female,[],"['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
γκαρα γεωργιου αναστασια (νατασα),2019-07-07,2020-07-25,συνασπισμος ριζοσπαστικης αριστερας,εβρου,female,[],"['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)', 'μητσοτακη κυριακου(08/07/2019-28/07/2020)']"
γκατζης φιλιππου νικολαος,1996-09-22,2000-03-14,κομμουνιστικο κομμα ελλαδας,μαγνησιας,male,[],"['σημιτη κωνσταντινου(22/01/1996-25/09/1996)', 'σημιτη κωνσταντινου(25/09/1996-13/04/2000)']"
γκατζης φιλιππου νικολαος,2000-04-09,2004-02-11,κομμουνιστικο κομμα ελλαδας,μαγνησιας,male,[],"['σημιτη κωνσταντινου(25/09/1996-13/04/2000)', 'σημιτη κωνσταντινου(13/04/2000-10/03/2004)']"
γκατζης φιλιππου νικολαος,2004-03-07,2007-08-18,κομμουνιστικο κομμα ελλαδας,μαγνησιας,male,[],"['σημιτη κωνσταντινου(13/04/2000-10/03/2004)', 'καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)']"
γκατζης φιλιππου νικολαος,2007-09-16,2009-09-07,κομμουνιστικο κομμα ελλαδας,μαγνησιας,male,[],"['καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)', 'καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)']"
ακηφογλου ακιφ μπηρολ,1996-09-22,2000-03-14,νεα δημοκρατια,ξανθης,male,[],"['σημιτη κωνσταντινου(22/01/1996-25/09/1996)', 'σημιτη κωνσταντινου(25/09/1996-13/04/2000)']"
γκελεσταθης αναστασιου νικολαος,1989-06-18,1989-10-12,νεα δημοκρατια,φωκιδας,male,['υπουργος μεταφορων και επικοινωνιων(07/02/1989-10/12/1989)'],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
γκελεσταθης αναστασιου νικολαος,1989-11-05,1990-03-12,νεα δημοκρατια,φωκιδας,male,['υπουργος μεταφορων και επικοινωνιων(07/02/1989-10/12/1989)'],"['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
γκελεσταθης αναστασιου νικολαος,1990-04-08,1993-09-11,νεα δημοκρατια,φωκιδας,male,"['υπουργος δημοσιας ταξης(12/03/1992-14/09/1993)', 'υπουργος μεταφορων και επικοινωνιων(04/11/1990-12/03/1992)']","['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']"
γκελεσταθης αναστασιου νικολαος,1993-10-10,1996-08-24,νεα δημοκρατια,φωκιδας,male,[],"['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)', 'παπανδρεου ανδρεα(13/10/1993-22/01/1996)', 'σημιτη κωνσταντινου(22/01/1996-25/09/1996)']"
γκελεσταθης αναστασιου νικολαος,1996-09-22,2000-03-14,νεα δημοκρατια,φωκιδας,male,[],"['σημιτη κωνσταντινου(22/01/1996-25/09/1996)', 'σημιτη κωνσταντινου(25/09/1996-13/04/2000)']"
γκελεσταθης αναστασιου νικολαος,2000-04-09,2004-02-11,νεα δημοκρατια,φωκιδας,male,[],"['σημιτη κωνσταντινου(25/09/1996-13/04/2000)', 'σημιτη κωνσταντινου(13/04/2000-10/03/2004)']"
γκερεκου ιωαννη αγγελικη,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,κερκυρας,female,[],"['σημιτη κωνσταντινου(13/04/2000-10/03/2004)', 'καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)']"
γκερεκου ιωαννη αγγελικη,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,κερκυρας,female,['υφυπουργος πολιτισμου και τουρισμου(10/07/2009-21/05/2010)'],"['καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)', 'καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)']"
γκερεκου ιωαννη αγγελικη,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,κερκυρας,female,['υφυπουργος πολιτισμου και τουρισμου(10/07/2009-21/05/2010)'],"['καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)', 'παπανδρεου α. γεωργιου(06/10/2009-11/11/2011)', 'παπαδημου λουκα δ.(11/11/2011-17/05/2012)']"
γκερεκου ιωαννη αγγελικη,2013-02-21,2014-12-31,πανελληνιο σοσιαλιστικο κινημα,κερκυρας,female,['υφυπουργος πολιτισμου και αθλητισμου(06/10/2014-27/01/2015)'],['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']
γκερεκου ιωαννη αγγελικη,2012-11-07,2013-02-20,ανεξαρτητοι (εκτος κομματος),κερκυρας,female,[],['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']
γκερεκου ιωαννη αγγελικη,2012-06-17,2012-11-06,πανελληνιο σοσιαλιστικο κινημα,κερκυρας,female,[],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
γκεσουλης γεωργιου νικολαος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male,[],"['σημιτη κωνσταντινου(22/01/1996-25/09/1996)', 'σημιτη κωνσταντινου(25/09/1996-13/04/2000)']"
γκεσουλης γεωργιου νικολαος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male,['υφυπουργος εθνικης παιδειας και θρησκευματων(24/10/2001-03/10/2004)'],"['σημιτη κωνσταντινου(25/09/1996-13/04/2000)', 'σημιτη κωνσταντινου(13/04/2000-10/03/2004)']"
γκικας στεφανου σωτηριος,1989-06-18,1989-10-12,νεα δημοκρατια,κερκυρας,male,[],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
γκικας στεφανου σωτηριος,1993-03-29,1993-09-11,νεα δημοκρατια,κερκυρας,male,[],['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']
γκικας σωτηριου στεφανος,2015-01-25,2015-08-28,νεα δημοκρατια,κερκυρας,male,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
γκικας σωτηριου στεφανος,2019-07-07,2020-07-25,νεα δημοκρατια,κερκυρας,male,[],"['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)', 'μητσοτακη κυριακου(08/07/2019-28/07/2020)']"
γκιοκας χρηστου ιωαννης,2008-05-23,2009-09-07,κομμουνιστικο κομμα ελλαδας,αττικης(υπολοιπο),male,[],['καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)']
γκιοκας χρηστου ιωαννης,2009-10-04,2012-04-11,κομμουνιστικο κομμα ελλαδας,αττικης(υπολοιπο),male,[],"['καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)', 'παπανδρεου α. γεωργιου(06/10/2009-11/11/2011)', 'παπαδημου λουκα δ.(11/11/2011-17/05/2012)']"
γκιοκας χρηστου ιωαννης,2012-05-06,2012-05-19,κομμουνιστικο κομμα ελλαδας,αττικης,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
γκιοκας χρηστου ιωαννης,2012-06-17,2014-12-31,κομμουνιστικο κομμα ελλαδας,αττικης,male,[],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
γκιοκας χρηστου ιωαννης,2015-01-25,2015-08-28,κομμουνιστικο κομμα ελλαδας,αττικης,male,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
γκιοκας χρηστου ιωαννης,2015-09-20,2019-06-11,κομμουνιστικο κομμα ελλαδας,αττικης,male,[],"['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
γκιοκας χρηστου ιωαννης,2019-07-15,2020-07-25,κομμουνιστικο κομμα ελλαδας,α' ανατολικης αττικης,male,[],['μητσοτακη κυριακου(08/07/2019-28/07/2020)']
γκιολας δημητριου ιωαννης,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,αργολιδος,male,[],"['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
γκιολας δημητριου ιωαννης,2019-07-07,2020-07-25,συνασπισμος ριζοσπαστικης αριστερας,αργολιδος,male,[],"['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)', 'μητσοτακη κυριακου(08/07/2019-28/07/2020)']"
ακριβακης δημητριου αλεξανδρος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,βοιωτιας,male,[],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
ακριβακης δημητριου αλεξανδρος,1990-04-08,1991-06-12,πανελληνιο σοσιαλιστικο κινημα,βοιωτιας,male,[],"['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']"
ακριβακης δημητριου αλεξανδρος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,βοιωτιας,male,['υφυπουργος γεωργιας(15/09/1995-22/01/1996)'],"['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)', 'παπανδρεου ανδρεα(13/10/1993-22/01/1996)', 'σημιτη κωνσταντινου(22/01/1996-25/09/1996)']"
ακριβακης δημητριου αλεξανδρος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,βοιωτιας,male,[],"['σημιτη κωνσταντινου(22/01/1996-25/09/1996)', 'σημιτη κωνσταντινου(25/09/1996-13/04/2000)']"
ακριβακης δημητριου αλεξανδρος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,βοιωτιας,male,['υπουργος επικρατειας(07/07/2003-03/10/2004)'],"['σημιτη κωνσταντινου(25/09/1996-13/04/2000)', 'σημιτη κωνσταντινου(13/04/2000-10/03/2004)']"
ακριβακης δημητριου αλεξανδρος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,βοιωτιας,male,['υπουργος επικρατειας(07/07/2003-03/10/2004)'],"['σημιτη κωνσταντινου(13/04/2000-10/03/2004)', 'καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)']"
γκιουλεκας πετρου κωνσταντινος,2000-04-09,2000-09-20,νεα δημοκρατια,α' θεσσαλονικης,male,[],"['σημιτη κωνσταντινου(25/09/1996-13/04/2000)', 'σημιτη κωνσταντινου(13/04/2000-10/03/2004)']"
γκιουλεκας πετρου κωνσταντινος,2004-03-07,2007-08-18,νεα δημοκρατια,α' θεσσαλονικης,male,[],"['σημιτη κωνσταντινου(13/04/2000-10/03/2004)', 'καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)']"
γκιουλεκας πετρου κωνσταντινος,2007-09-16,2009-09-07,νεα δημοκρατια,α' θεσσαλονικης,male,['υφυπουργος εσωτερικων(29/01/2009-09/11/2009)'],"['καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)', 'καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)']"
γκιουλεκας πετρου κωνσταντινος,2012-04-04,2012-04-11,νεα δημοκρατια,α' θεσσαλονικης,male,[],['παπαδημου λουκα δ.(11/11/2011-17/05/2012)']
γκιουλεκας πετρου κωνσταντινος,2012-02-12,2012-04-03,ανεξαρτητοι (εκτος κομματος),α' θεσσαλονικης,male,[],['παπαδημου λουκα δ.(11/11/2011-17/05/2012)']
γκιουλεκας πετρου κωνσταντινος,2009-10-04,2012-02-11,νεα δημοκρατια,α' θεσσαλονικης,male,['υφυπουργος εσωτερικων(29/01/2009-09/11/2009)'],"['καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)', 'παπανδρεου α. γεωργιου(06/10/2009-11/11/2011)', 'παπαδημου λουκα δ.(11/11/2011-17/05/2012)']"
γκιουλεκας πετρου κωνσταντινος,2012-05-06,2012-05-19,νεα δημοκρατια,α' θεσσαλονικης,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
γκιουλεκας πετρου κωνσταντινος,2012-06-17,2014-12-31,νεα δημοκρατια,α' θεσσαλονικης,male,['υφυπουργος παιδειας και θρησκευματων(25/06/2013-06/10/2014)'],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
γκιουλεκας πετρου κωνσταντινος,2015-01-25,2015-08-28,νεα δημοκρατια,α' θεσσαλονικης,male,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
γκιουλεκας πετρου κωνσταντινος,2015-09-20,2019-06-11,νεα δημοκρατια,α' θεσσαλονικης,male,[],"['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
γκιουλεκας πετρου κωνσταντινος,2019-07-07,2020-07-25,νεα δημοκρατια,α' θεσσαλονικης,male,[],"['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)', 'μητσοτακη κυριακου(08/07/2019-28/07/2020)']"
γκλετσος κωνσταντινου αποστολος,2012-05-06,2012-05-19,λαικος συνδεσμος - χρυση αυγη,φθιωτιδας,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
γκλιναβος γεωργιου ελευθεριος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,ιωαννινων,male,[],"['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']"
γκοκας ναπολεοντα χρηστος,2012-02-12,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,αρτας,male,[],['παπαδημου λουκα δ.(11/11/2011-17/05/2012)']
γκοκας ναπολεοντα χρηστος,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,αρτας,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
γκοκας ναπολεοντα χρηστος,2012-06-17,2014-12-31,πανελληνιο σοσιαλιστικο κινημα,αρτας,male,[],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
γκοκας ναπολεοντα χρηστος,2019-07-07,2020-07-25,κινημα αλλαγης,αρτας,male,[],"['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)', 'μητσοτακη κυριακου(08/07/2019-28/07/2020)']"
γκονης χρηστου αναστασιος,1993-10-10,1996-08-24,νεα δημοκρατια,επικρατειας,male,[],"['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)', 'παπανδρεου ανδρεα(13/10/1993-22/01/1996)', 'σημιτη κωνσταντινου(22/01/1996-25/09/1996)']"
γκουσκος κωνσταντινου διονυσιος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,ζακυνθου,male,[],"['σημιτη κωνσταντινου(25/09/1996-13/04/2000)', 'σημιτη κωνσταντινου(13/04/2000-10/03/2004)']"
γλαβινας αθανασιου ιωαννης,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male,[],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
γλαβινας αθανασιου ιωαννης,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male,[],"['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
γλαβινας αθανασιου ιωαννης,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male,[],"['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']"
γλαβινας αθανασιου ιωαννης,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male,[],"['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)', 'παπανδρεου ανδρεα(13/10/1993-22/01/1996)', 'σημιτη κωνσταντινου(22/01/1996-25/09/1996)']"
γλεζος νικολαου εμμανουηλ,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,επικρατειας,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
γλεζος νικολαου εμμανουηλ,2012-06-17,2014-05-02,συνασπισμος ριζοσπαστικης αριστερας,επικρατειας,male,[],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
ακριτα συζ.λουκη συλβα-καιτη,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,female,[],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
ακριτα συζ.λουκη συλβα-καιτη,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,female,[],"['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
ακριτα συζ.λουκη συλβα-καιτη,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,female,[],"['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']"
ακριτα συζ.λουκη συλβα-καιτη,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,female,[],"['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)', 'παπανδρεου ανδρεα(13/10/1993-22/01/1996)', 'σημιτη κωνσταντινου(22/01/1996-25/09/1996)']"
γουνατιδης νικολαου κωνσταντινος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,δραμας,male,[],"['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
γουνατιδης νικολαου κωνσταντινος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,δραμας,male,[],"['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']"
γραικος ευστρατιου φωτιος,2015-01-25,2015-08-28,λαικος συνδεσμος - χρυση αυγη,β' θεσσαλονικης,male,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
γραμματικοπουλος δημητριου αθανασιος,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,πελλης,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
γρεγος βασιλειου αντωνιος,2012-05-06,2012-05-19,λαικος συνδεσμος - χρυση αυγη,α' θεσσαλονικης,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
γρεγος βασιλειου αντωνιος,2012-06-17,2014-12-31,λαικος συνδεσμος - χρυση αυγη,α' θεσσαλονικης,male,[],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
γρεγος βασιλειου αντωνιος,2015-01-25,2015-08-28,λαικος συνδεσμος - χρυση αυγη,α' θεσσαλονικης,male,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
γρεγος βασιλειου αντωνιος,2015-09-20,2019-06-11,λαικος συνδεσμος - χρυση αυγη,α' θεσσαλονικης,male,[],"['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
γρηγορακος γεωργιου λεωνιδας,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,λακωνιας,male,[],"['σημιτη κωνσταντινου(25/09/1996-13/04/2000)', 'σημιτη κωνσταντινου(13/04/2000-10/03/2004)']"
γρηγορακος γεωργιου λεωνιδας,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,λακωνιας,male,[],"['σημιτη κωνσταντινου(13/04/2000-10/03/2004)', 'καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)']"
γρηγορακος γεωργιου λεωνιδας,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,λακωνιας,male,[],"['καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)', 'καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)']"
γρηγορακος γεωργιου λεωνιδας,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,λακωνιας,male,[],"['καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)', 'παπανδρεου α. γεωργιου(06/10/2009-11/11/2011)', 'παπαδημου λουκα δ.(11/11/2011-17/05/2012)']"
γρηγορακος γεωργιου λεωνιδας,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,λακωνιας,male,['ε αντιπροεδρος βουλης(18/05/2012-24/06/2013)'],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
γρηγορακος γεωργιου λεωνιδας,2012-06-17,2014-12-31,πανελληνιο σοσιαλιστικο κινημα,λακωνιας,male,"['αναπληρωτης υπουργος υγειας(06/10/2014-27/01/2015)', 'αναπληρωτης υπουργος εσωτερικων(25/06/2013-06/10/2014)', 'ε αντιπροεδρος βουλης(18/05/2012-24/06/2013)']","['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
γρηγορακος γεωργιου λεωνιδας,2015-01-25,2015-08-28,πανελληνιο σοσιαλιστικο κινημα,λακωνιας,male,['αναπληρωτης υπουργος υγειας(06/10/2014-27/01/2015)'],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
γρηγορακος γεωργιου λεωνιδας,2017-01-13,2019-06-11,δημοκρατικη συμπαραταξη (πανελληνιο σοσιαλιστικο κινημα - δημοκρατικη αριστερα),λακωνιας,male,[],['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']
γρηγορακος γεωργιου λεωνιδας,2016-01-14,2017-01-12,ανεξαρτητοι (εκτος κομματος),λακωνιας,male,[],['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']
γρηγορακος γεωργιου λεωνιδας,2015-09-20,2016-01-13,δημοκρατικη συμπαραταξη (πανελληνιο σοσιαλιστικο κινημα - δημοκρατικη αριστερα),λακωνιας,male,[],"['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
γρηγορης γεωργιου σταυρος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,λευκαδας,male,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
γρηγοριαδης γεωργιου κλεων,2019-07-07,2020-07-25,μετωπο ευρωπαικης ρεαλιστικης ανυπακοης (μερα25),β1' βορειου τομεα αθηνων,male,[],"['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)', 'μητσοτακη κυριακου(08/07/2019-28/07/2020)']"
ακριτιδης βασιλειου νικολαος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male,[],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
ακριτιδης βασιλειου νικολαος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male,[],"['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
