member_name,member_start_date,member_end_date,political_party,administrative_region,gender
τσιτσιμελης λαμπρου στυλιανος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας,male
τσοβολας κωνσταντινου δημητριος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,αρτας,male
τσοβολας κωνσταντινου δημητριος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
τσοβολας κωνσταντινου δημητριος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
τσοβολας κωνσταντινου δημητριος,1990-04-08,1992-01-17,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
τσοβολας κωνσταντινου δημητριος,1996-09-22,2000-03-14,δημοκρατικο κοινωνικο κινημα,β' αθηνων,male
τσογκας παυλου γεωργιος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,κορινθιας,male
τσοκλη κωνσταντινου μαρια-γλυκερια (μαγια),2009-10-04,2012-02-13,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,female
τσονογλου-βυλλιωτη παρασχου βασιλικη,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,βοιωτιας,female
τσουδερου εμμανουηλ βιργινια,1989-01-01,1989-06-02,νεα δημοκρατια,επικρατειας,female
τσουδερου εμμανουηλ βιργινια,1989-06-18,1989-10-12,νεα δημοκρατια,α' αθηνων,female
τσουδερου εμμανουηλ βιργινια,1989-11-05,1990-03-12,νεα δημοκρατια,επικρατειας,female
τσουδερου εμμανουηλ βιργινια,1990-04-08,1993-09-11,νεα δημοκρατια,επικρατειας,female
τσουκαλας αγγελου κωνσταντινος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,επικρατειας,male
τσουκαλας βασιλειου δημητριος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,επικρατειας,male
τσουκαλης σπυριδωνος νικολαος,2007-09-16,2009-09-07,συνασπισμος ριζοσπαστικης αριστερας,αχαιας,male
τσουκαλης σπυριδωνος νικολαος,2012-03-26,2012-04-11,δημοκρατικη αριστερα,αχαιας,male
τσουκαλης σπυριδωνος νικολαος,2010-06-09,2012-03-25,ανεξαρτητοι (εκτος κομματος),αχαιας,male
τσουκαλης σπυριδωνος νικολαος,2009-10-04,2010-06-08,συνασπισμος ριζοσπαστικης αριστερας,αχαιας,male
τσουκαλης σπυριδωνος νικολαος,2012-05-06,2012-05-19,δημοκρατικη αριστερα,αχαιας,male
τσουκαλης σπυριδωνος νικολαος,2012-06-17,2014-12-31,δημοκρατικη αριστερα,αχαιας,male
τσουκατος εμμανουηλ θεοδωρος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,male
τσουμανη-σπεντζα λαμπρου ευγενια,2009-10-04,2012-04-11,νεα δημοκρατια,επικρατειας,female
τσουμανης αχιλλεα δημητριος,2009-10-04,2012-04-11,νεα δημοκρατια,πρεβεζας,male
τσουμανης αχιλλεα δημητριος,2012-05-06,2012-05-19,νεα δημοκρατια,πρεβεζας,male
τσουμανης αχιλλεα δημητριος,2012-06-17,2014-12-31,νεα δημοκρατια,πρεβεζας,male
τσουρας αγγελου αθανασιος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,male
τσουρας αγγελου αθανασιος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,male
τσουρας αγγελου αθανασιος,1990-04-08,1991-01-16,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,male
τσουρας αγγελου αθανασιος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,male
τσουρας αγγελου αθανασιος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,male
τσουρας αγγελου αθανασιος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,male
τσουρας αγγελου αθανασιος,2009-05-22,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,male
τσουρας αγγελου αθανασιος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,male
τσουρη στεφανου ελπιδα,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,χιου,female
τσουρη στεφανου ελπιδα,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,χιου,female
τσουρη στεφανου ελπιδα,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,χιου,female
τσουρη στεφανου ελπιδα,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,χιου,female
τσουρνος ηλια γεωργιος,2000-04-09,2004-02-11,νεα δημοκρατια,αργολιδος,male
βαρδακης δημητριου σωκρατης,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,ηρακλειου,male
βαρδακης δημητριου σωκρατης,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ηρακλειου,male
βαρδακης δημητριου σωκρατης,2019-07-07,2020-07-25,συνασπισμος ριζοσπαστικης αριστερας,ηρακλειου,male
τσοχατζοπουλος ευαγγελου αποστολος-αθανασιος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
τσοχατζοπουλος ευαγγελου αποστολος-αθανασιος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
τσοχατζοπουλος ευαγγελου αποστολος-αθανασιος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
τσοχατζοπουλος ευαγγελου αποστολος-αθανασιος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
τσοχατζοπουλος ευαγγελου αποστολος-αθανασιος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
τσοχατζοπουλος ευαγγελου αποστολος-αθανασιος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
τσοχατζοπουλος ευαγγελου αποστολος-αθανασιος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
τσοχατζοπουλος ευαγγελου αποστολος-αθανασιος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
τσωνης αθανασιου νικολαος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας,male
τσωνης αθανασιου νικολαος,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας,male
υψηλαντης αναστασιου βασιλειος-νικολαος,2012-05-06,2012-05-19,νεα δημοκρατια,δωδεκανησου,male
υψηλαντης αναστασιου βασιλειος-νικολαος,2012-06-17,2014-12-31,νεα δημοκρατια,δωδεκανησου,male
υψηλαντης αναστασιου βασιλειος-νικολαος,2019-07-07,2020-07-25,νεα δημοκρατια,δωδεκανησου,male
φαικογλου φαικ αμετ,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,ξανθης,male
φαικογλου φαικ αμετ,1990-04-08,1993-09-11,ανεξαρτητοι (εκτος κομματος),ξανθης,male
φαμελλος πετρου σωκρατης,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,β' θεσσαλονικης,male
φαμελλος πετρου σωκρατης,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,β' θεσσαλονικης,male
φαμελλος πετρου σωκρατης,2019-07-07,2020-07-25,συνασπισμος ριζοσπαστικης αριστερας,β' θεσσαλονικης,male
φαρακος κωνσταντινου γρηγοριος,1989-01-01,1989-06-02,κομμουνιστικο κομμα ελλαδας,α' αθηνων,male
φαρακος κωνσταντινου γρηγοριος,1989-06-18,1989-10-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' αθηνων,male
φαρακος κωνσταντινου γρηγοριος,1989-11-05,1990-03-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' αθηνων,male
φαρακος κωνσταντινου γρηγοριος,1990-04-08,1993-09-11,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' αθηνων,male
φαραντουρη γερασιμου μαρια,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,female
φαραντουρη γερασιμου μαρια,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,female
φαρμακη-γκεκη γεωργιου αικατερινη,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,κορινθιας,female
φαρμακης ιωαννη νικολαος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,λαρισας,male
φαρμακης ιωαννη νικολαος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,λαρισας,male
φαρμακης ιωαννη νικολαος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,λαρισας,male
φαρμακης ιωαννη νικολαος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,λαρισας,male
φαρμακης ιωαννη νικολαος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,λαρισας,male
βαρδαλης δημητριου αθανασιος,2015-01-25,2015-08-28,κομμουνιστικο κομμα ελλαδας,α' θεσσαλονικης,male
βαρδαλης δημητριου αθανασιος,2015-09-20,2019-06-11,κομμουνιστικο κομμα ελλαδας,β' θεσσαλονικης,male
